start poin,end point,total cost,layer,path
1,35,2.710,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,38,2.710,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,17,3.500,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,41,3.500,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,56,3.888,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,58,3.888,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,59,3.888,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,2,4.295,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,5,4.360,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,47,5.248,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,49,5.248,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,53,5.248,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,54,5.248,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,57,5.248,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,65,5.248,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,13,5.382,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,14,6.239,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,72,6.648,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,51,7.033,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,55,7.033,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,60,7.033,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,62,7.033,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,63,7.033,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,64,7.033,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,67,7.033,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,68,7.033,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,69,7.033,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,71,7.263,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,74,7.263,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,25,7.435,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,10,8.655,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,70,8.908,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,73,8.908,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,52,9.463,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,43,9.669,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,40,9.991,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,12,10.280,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,31,10.280,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,66,11.998,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,23,12.428,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,28,12.428,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,37,12.428,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,0,13.119,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,20,13.119,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,77,13.875,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,61,14.452,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,6,15.099,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,4,15.226,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,19,16.100,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,3,17.016,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,7,17.016,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,75,17.859,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,76,17.859,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,48,26.298,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={85828178-c8f4-4a8f-9668-8fd227900616}"
1,60,0.000,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,62,0.000,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,63,0.000,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,64,0.000,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,67,0.000,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,68,0.000,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,69,0.000,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,47,1.785,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,49,1.785,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,53,1.785,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,54,1.785,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,57,1.785,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,65,1.785,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,71,2.690,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,74,2.690,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,70,2.835,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,73,2.835,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,56,3.145,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,58,3.145,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,59,3.145,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,72,3.210,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,51,3.570,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,55,3.570,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,66,4.965,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,50,5.445,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,44,5.570,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,45,5.570,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,46,5.570,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,1,5.576,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,8,5.576,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,29,5.576,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,42,5.576,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,9,6.076,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,18,6.076,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,5,7.032,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,21,7.033,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,26,7.033,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,34,7.033,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,36,7.033,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,39,7.033,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,11,7.756,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,15,7.756,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,16,7.756,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,24,7.756,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,27,7.756,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,30,7.756,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,32,7.756,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,33,7.756,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,35,7.756,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,38,7.756,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,77,8.081,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,61,8.379,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,2,8.399,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,22,8.593,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,14,8.911,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,13,9.937,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,25,10.107,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,17,10.533,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,41,10.533,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,75,12.187,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,76,12.187,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,43,12.341,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,52,14.509,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,40,14.546,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,23,15.100,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,28,15.100,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,37,15.100,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,10,15.688,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,0,15.791,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,20,15.791,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,12,17.313,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
1,31,17.313,Output least cost path,"LineString?crs=EPSG:4326&field=start%20point%20id:integer(0,0)&field=end%20point%20id:integer(0,0)&field=total%20cost:double(10,3)&uid={dfcea897-0c61-4a83-a763-21be07428937}"
