"Var1","Var2","CO_Hellenistic","CO_Roman","CO_diff","Cost","MI_Hellenistic","MI_Roman","MI_diff"
106,420,1,1,0,NA,0.500402423538188,0.500402423538188,0
106,421,1,1,0,NA,0.500402423538188,0.500402423538188,0
106,422,1,1,0,NA,0.500402423538188,0.500402423538188,0
106,423,1,1,0,NA,0.500402423538188,0.500402423538188,0
106,424,1,1,0,NA,0.500402423538188,0.500402423538188,0
106,428,1,1,0,NA,0.500402423538188,0.500402423538188,0
106,431,1,1,0,NA,0.500402423538188,0.500402423538188,0
106,435,1,1,0,NA,0.500402423538188,0.500402423538188,0
106,436,1,1,0,NA,0.500402423538188,0.500402423538188,0
106,444,1,1,0,NA,0.500402423538188,0.500402423538188,0
106,46,1,1,0,NA,0.500402423538188,0.500402423538188,0
106,460,0.8,0.4,0.4,NA,0.22314355131421,0.0505343078431413,0.172609243471069
106,478,1,1,0,NA,0.500402423538188,0.500402423538188,0
106,49,1,1,0,NA,0.500402423538188,0.500402423538188,0
106,59,0.8,0.6,0.2,NA,0.22314355131421,0.1184939225613,0.10464962875291
106,69,1,1,0,NA,0.500402423538188,0.500402423538188,0
106,70,1,1,0,NA,0.500402423538188,0.500402423538188,0
106,78,1,0.8,0.2,NA,0.500402423538188,0.22314355131421,0.277258872223978
106,79,1,1,0,NA,0.500402423538188,0.500402423538188,0
106,80,1,1,0,NA,0.500402423538188,0.500402423538188,0
106,83,1,1,0,NA,0.500402423538188,0.500402423538188,0
106,87,1,1,0,NA,0.500402423538188,0.500402423538188,0
106,91,0.8,0.4,0.4,NA,0.22314355131421,0.0505343078431413,0.172609243471069
106,92,0.8,0.6,0.2,NA,0.22314355131421,0.1184939225613,0.10464962875291
106,97,1,1,0,NA,0.500402423538188,0.500402423538188,0
111,117,1,0.8,0.2,NA,0.673011667009256,0.22314355131421,0.449868115695046
111,118,1,1,0,NA,0.673011667009256,0.673011667009256,0
111,12,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,120,0.6,0.8,-0.2,NA,0,0.22314355131421,-0.22314355131421
111,121,1,0.4,0.6,NA,0.673011667009256,0,0.673011667009256
111,124,0.6,0.8,-0.2,NA,0,0.22314355131421,-0.22314355131421
111,127,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,128,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,13,0.6,0.4,0.2,NA,0,0.1184939225613,-0.1184939225613
111,144,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,145,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,146,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,149,0.8,0.6,0.2,NA,0.22314355131421,0.0138442938083905,0.209299257505819
111,152,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,153,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,158,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,16,0.6,0.4,0.2,NA,0.0138442938083905,0,0.0138442938083905
111,160,0.8,0.8,0,NA,0.22314355131421,0.291103166032368,-0.067959614718158
111,205,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,212,1,1,0,NA,0.673011667009256,0.673011667009256,0
111,216,1,0.6,0.4,NA,0.673011667009256,0.1184939225613,0.554517744447956
111,233,0.8,0.6,0.2,NA,0.22314355131421,0.0138442938083905,0.209299257505819
111,24,0.8,0.4,0.4,NA,0.291103166032368,0,0.291103166032368
111,26,1,0.6,0.4,NA,0.673011667009256,0.1184939225613,0.554517744447956
111,28,0.8,0.6,0.2,NA,0.22314355131421,0.0138442938083905,0.209299257505819
111,32,0.6,0.2,0.4,NA,0.0138442938083905,0.22314355131421,-0.209299257505819
111,328,0.8,0.6,0.2,NA,0.22314355131421,0.0138442938083905,0.209299257505819
111,332,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,334,0.4,0,0.4,NA,0.1184939225613,0.673011667009256,-0.554517744447956
111,336,1,0.6,0.4,NA,0.673011667009256,0.1184939225613,0.554517744447956
111,338,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,339,0.8,0.6,0.2,NA,0.22314355131421,0.0138442938083905,0.209299257505819
111,344,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,345,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,347,0.8,0.6,0.2,NA,0.22314355131421,0.0138442938083905,0.209299257505819
111,352,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,353,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,36,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,364,1,0.6,0.4,NA,0.673011667009256,0.1184939225613,0.554517744447956
111,369,0.8,0.4,0.4,NA,0.22314355131421,0.0138442938083905,0.209299257505819
111,389,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,39,0.8,0.8,0,NA,0.22314355131421,0.291103166032368,-0.067959614718158
111,40,0.6,0.2,0.4,NA,0.0138442938083905,0.22314355131421,-0.209299257505819
111,409,1,0.6,0.4,NA,0.673011667009256,0.1184939225613,0.554517744447956
111,411,0.8,0.4,0.4,NA,0.291103166032368,0,0.291103166032368
111,413,1,1,0,NA,0.673011667009256,0.673011667009256,0
111,414,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,415,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,416,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,420,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,421,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,422,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,423,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,424,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,428,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,431,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,435,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,436,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,444,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,46,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,460,0.6,0.2,0.4,NA,0.0138442938083905,0.22314355131421,-0.209299257505819
111,478,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,49,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,59,1,0.8,0.2,NA,0.673011667009256,0.291103166032368,0.381908500976888
111,69,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,70,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,78,0.8,0.6,0.2,NA,0.22314355131421,0.0138442938083905,0.209299257505819
111,79,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,80,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,83,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,87,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
111,91,0.6,0.2,0.4,NA,0.0138442938083905,0.22314355131421,-0.209299257505819
111,92,1,0.8,0.2,NA,0.673011667009256,0.291103166032368,0.381908500976888
111,97,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
117,118,1,0.8,0.2,NA,0.673011667009256,0.22314355131421,0.449868115695046
117,12,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,120,0.6,1,-0.4,NA,0,0.500402423538188,-0.500402423538188
117,121,1,0.2,0.8,NA,0.673011667009256,0,0.673011667009256
117,124,0.6,1,-0.4,NA,0,0.500402423538188,-0.500402423538188
117,127,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,128,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,13,0.6,0.6,0,NA,0,0.0505343078431413,-0.0505343078431413
117,144,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,145,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,146,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,149,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
117,152,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,153,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,158,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,16,0.6,0.2,0.4,NA,0.0138442938083905,0,0.0138442938083905
117,160,0.8,0.6,0.2,NA,0.22314355131421,0.1184939225613,0.10464962875291
117,205,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,212,1,0.8,0.2,NA,0.673011667009256,0.22314355131421,0.449868115695046
117,216,1,0.4,0.6,NA,0.673011667009256,0.0505343078431413,0.622477359166115
117,233,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
117,24,0.8,0.2,0.6,NA,0.291103166032368,0,0.291103166032368
117,26,1,0.4,0.6,NA,0.673011667009256,0.0505343078431413,0.622477359166115
117,28,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
117,32,0.6,0.4,0.2,NA,0.0138442938083905,0.0505343078431413,-0.0366900140347508
117,328,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
117,332,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,334,0.4,0.2,0.2,NA,0.1184939225613,0.22314355131421,-0.10464962875291
117,336,1,0.4,0.6,NA,0.673011667009256,0.0505343078431413,0.622477359166115
117,338,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,339,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
117,344,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,345,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,347,0.8,0.8,0,NA,0.22314355131421,0.22314355131421,0
117,352,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,353,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,36,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,364,1,0.4,0.6,NA,0.673011667009256,0.0505343078431413,0.622477359166115
117,369,0.8,0.6,0.2,NA,0.22314355131421,0.1184939225613,0.10464962875291
117,389,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,39,0.8,0.6,0.2,NA,0.22314355131421,0.1184939225613,0.10464962875291
117,40,0.6,0.4,0.2,NA,0.0138442938083905,0.0505343078431413,-0.0366900140347508
117,409,1,0.4,0.6,NA,0.673011667009256,0.0505343078431413,0.622477359166115
117,411,0.8,0.2,0.6,NA,0.291103166032368,0,0.291103166032368
117,413,1,0.8,0.2,NA,0.673011667009256,0.22314355131421,0.449868115695046
117,414,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,415,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,416,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,420,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,421,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,422,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,423,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,424,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,428,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,431,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,435,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,436,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,444,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,46,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,460,0.6,0.4,0.2,NA,0.0138442938083905,0.0505343078431413,-0.0366900140347508
117,478,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,49,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
117,59,1,0.6,0.4,NA,0.673011667009256,0.1184939225613,0.554517744447956
117,69,0.8,1,-0.2,NA,0.22314355131421,0.500402423538188,-0.277258872223978
