start poin,end point,total cost,layer,path
66,16,22.596,Corinth,C:/Users/him628/Documents/Corinth-LCP.shp|layername=Corinth-LCP
66,212,23.931,Corinth,C:/Users/him628/Documents/Corinth-LCP.shp|layername=Corinth-LCP
66,216,23.931,Corinth,C:/Users/him628/Documents/Corinth-LCP.shp|layername=Corinth-LCP
66,336,29.475,Corinth,C:/Users/him628/Documents/Corinth-LCP.shp|layername=Corinth-LCP
91,91,0.000,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,347,0.000,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,365,1.900,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,334,1.980,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,40,2.107,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,460,3.897,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,102,5.961,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,139,6.246,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,66,8.589,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,34,8.589,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,41,9.131,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,330,10.284,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,387,11.493,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,13,11.772,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,26,11.824,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,100,11.824,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,92,12.407,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,28,12.407,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,409,13.029,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,411,14.006,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,121,15.791,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,364,15.791,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,57,17.404,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,212,17.666,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,216,17.666,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,16,20.999,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,336,23.210,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
91,63,27.584,Ephesos,C:/Users/him628/Documents/Ephesos-LCP.shp|layername=Ephesos-LCP
92,92,0.000,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,28,0.000,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,26,0.865,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,100,0.865,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,411,3.785,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,330,4.015,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,409,4.395,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,121,5.570,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,364,5.570,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,212,7.446,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,216,7.446,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,91,12.407,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,347,12.407,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,336,12.989,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,365,14.307,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,102,14.378,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,334,14.387,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,40,14.515,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,139,14.663,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,13,15.389,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,460,16.305,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,16,16.519,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,41,18.585,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,66,18.673,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,34,18.673,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,387,23.900,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,57,25.822,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
92,63,38.706,Epiphaneia,C:/Users/him628/Documents/Epiphaneia-LCP.shp|layername=Epiphaneia-LCP
100,26,0.000,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,100,0.000,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,92,0.865,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,28,0.865,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,409,3.530,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,411,3.791,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,330,3.918,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,121,5.576,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,364,5.576,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,212,7.452,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,216,7.452,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,91,11.824,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,347,11.824,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,336,12.995,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,365,13.724,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,102,13.795,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,334,13.804,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,40,13.931,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,139,14.080,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,13,14.805,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,460,15.721,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,16,16.525,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,41,18.002,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,66,18.089,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,34,18.089,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,387,23.316,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,57,25.238,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
100,63,38.122,Gindaros,C:/Users/him628/Documents/Gindaros-LCP.shp|layername=Gindaros-LCP
102,102,0.000,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,139,2.535,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,91,5.961,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,347,5.961,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,66,6.544,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,34,6.544,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,41,6.602,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,365,6.821,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,334,7.941,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,40,8.068,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,460,9.858,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,57,11.531,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,330,12.255,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,387,12.394,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,26,13.795,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,100,13.795,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,92,14.378,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,28,14.378,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,409,15.000,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,411,15.976,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,16,16.783,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,13,17.733,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,121,17.761,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,364,17.761,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,212,19.637,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,216,19.637,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,336,25.180,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
102,63,26.577,Gortyn,C:/Users/him628/Documents/Gortyn-LCP.shp|layername=Gortyn-LCP
121,121,0.000,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,364,0.000,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,411,1.785,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,212,2.835,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,216,2.835,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,92,5.570,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,28,5.570,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,26,5.576,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,100,5.576,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,330,7.366,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,336,8.379,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,409,8.399,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,16,12.187,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,91,15.791,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,347,15.791,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,365,17.691,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,102,17.761,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,334,17.771,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,40,17.898,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,139,18.047,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,13,18.772,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,460,19.688,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,41,21.969,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,66,22.056,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,34,22.056,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,387,27.283,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,57,29.205,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
121,63,42.089,Jerusalem,C:/Users/him628/Documents/Jerusalem-LCP.shp|layername=Jerusalem-LCP
139,139,0.000,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,102,2.535,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,91,6.246,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,347,6.246,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,365,7.106,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,41,7.632,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,66,7.719,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,34,7.719,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,334,8.226,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,40,8.353,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,460,10.143,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,330,12.540,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,387,13.569,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,57,14.066,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,26,14.080,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,100,14.080,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,92,14.663,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,28,14.663,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,409,15.285,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,411,16.262,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,16,17.747,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,13,18.018,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,121,18.047,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,364,18.047,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,212,19.922,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,216,19.922,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,336,25.466,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
139,63,27.752,Knossos,C:/Users/him628/Documents/Knossos-LCP.shp|layername=Knossos-LCP
212,212,0.000,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,216,0.000,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,121,2.835,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,364,2.835,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,411,3.660,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,336,5.544,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,92,7.446,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,28,7.446,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,26,7.452,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,100,7.452,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,330,9.241,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,16,9.352,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,409,10.275,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,91,17.666,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,347,17.666,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,365,19.566,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,102,19.637,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,334,19.646,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,40,19.773,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,139,19.922,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,13,20.647,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,460,21.563,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,41,23.844,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,66,23.931,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,34,23.931,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,387,29.159,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,57,31.080,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
212,63,43.964,Nessana,C:/Users/him628/Documents/Nessana-LCP.shp|layername=Nessana-LCP
216,212,0.000,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,216,0.000,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,121,2.835,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,364,2.835,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,411,3.660,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,336,5.544,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,92,7.446,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,28,7.446,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,26,7.452,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,100,7.452,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,330,9.241,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,16,9.352,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,409,10.275,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,91,17.666,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,347,17.666,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,365,19.566,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,102,19.637,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,334,19.646,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,40,19.773,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,139,19.922,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,13,20.647,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,460,21.563,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,41,23.844,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,66,23.931,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,34,23.931,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,387,29.159,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,57,31.080,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
216,63,43.964,Oboda,C:/Users/him628/Documents/Oboda-LCP.shp|layername=Oboda-LCP
330,330,0.000,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,26,3.918,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,100,3.918,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,92,4.015,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,28,4.015,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,409,5.278,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,411,5.581,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,121,7.366,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,364,7.366,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,212,9.241,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,216,9.241,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,91,10.284,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,347,10.284,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,365,12.184,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,102,12.255,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,334,12.264,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,40,12.391,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,139,12.540,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,13,13.265,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,460,14.181,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,16,14.560,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,336,14.785,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,41,16.462,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,66,16.549,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,34,16.549,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,387,21.776,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,57,23.698,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
330,63,36.582,Paphos,C:/Users/him628/Documents/Paphos-LCP.shp|layername=Paphos-LCP
334,334,0.000,Pergamon,C:/Users/him628/Documents/Pergamon-LCP.shp|layername=Pergamon-LCP
334,91,1.980,Pergamon,C:/Users/him628/Documents/Pergamon-LCP.shp|layername=Pergamon-LCP
334,347,1.980,Pergamon,C:/Users/him628/Documents/Pergamon-LCP.shp|layername=Pergamon-LCP
334,40,3.070,Pergamon,C:/Users/him628/Documents/Pergamon-LCP.shp|layername=Pergamon-LCP
334,460,3.080,Pergamon,C:/Users/him628/Documents/Pergamon-LCP.shp|layername=Pergamon-LCP
334,365,3.880,Pergamon,C:/Users/him628/Documents/Pergamon-LCP.shp|layername=Pergamon-LCP
334,66,7.929,Pergamon,C:/Users/him628/Documents/Pergamon-LCP.shp|layername=Pergamon-LCP
334,34,7.929,Pergamon,C:/Users/him628/Documents/Pergamon-LCP.shp|layername=Pergamon-LCP
334,102,7.941,Pergamon,C:/Users/him628/Documents/Pergamon-LCP.shp|layername=Pergamon-LCP
